accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
6144,CellMap 29_IRM2 - 37123,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,193,54,149,0,0,NA
6145,CellMap 91_ASM2 - 37708,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,101,14,19,0,0,NA
6146,CellMap 50_ISM3 - 38306,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,203,55,156,0,0,NA
6147,CellMap 1_trm1allspots - 42143,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,7,0,0,0,0,NA
6148,CellMap 40_TSM3 - 35368,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,151,36,107,0,0,NA
6149,CellMap 20_COPIGTPgSves1 - 35953,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,242,39,164,0,0,NA
6150,CellMap 89_ARM1 - 36539,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,5,0,0,0,0,NA
6151,CellMap 30_IRM2 - 37124,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,198,52,168,0,0,NA
6152,CellMap 92_ASM2 - 37709,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,102,13,23,0,0,NA
6153,CellMap 51_ISM3 - 38307,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,150,35,123,0,0,NA
6154,CellMap 1_trm1allspots - 42144,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,9,1,1,0,0,NA
6155,CellMap 41_TSM3 - 35369,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,138,15,53,0,0,NA
6156,CellMap 21_COPIGTPgSves1 - 35954,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,245,35,118,0,0,NA
6157,CellMap 90_ARM1 - 36540,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,4,0,0,0,0,NA
6158,CellMap 31_IRM2 - 37125,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,205,40,105,0,0,NA
6159,CellMap 93_ASM2 - 37710,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,102,6,23,0,0,NA
6160,CellMap 52_ISM3 - 38308,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,212,51,223,0,0,NA
6161,CellMap 1_trm1allspots - 42145,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,9,0,0,0,0,NA
6162,CellMap 42_TSM3 - 35370,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,163,18,58,0,0,NA
6163,CellMap 22_COPIGTPgSves1 - 35955,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,216,37,139,0,0,NA
6164,CellMap 91_ARM1 - 36541,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,0,0,0,0,NA
6165,CellMap 32_IRM2 - 37126,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,186,43,119,0,0,NA
6166,CellMap 1_ASM3 - 37711,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,16,4,4,0,0,NA
6167,CellMap 53_ISM3 - 38309,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,109,25,124,0,0,NA
6168,CellMap 1_trm1allspots - 42146,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,8,0,0,0,0,NA
6169,CellMap 43_TSM3 - 35371,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,205,18,71,0,0,NA
6170,CellMap 23_COPIGTPgSves1 - 35956,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,223,32,103,0,0,NA
6171,CellMap 92_ARM1 - 36542,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,0,0,0,0,NA
6172,CellMap 33_IRM2 - 37127,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,225,37,164,0,0,NA
6173,CellMap 2_ASM3 - 37712,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,7,0,0,0,0,NA
6174,CellMap 54_ISM3 - 38310,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,128,19,60,0,0,NA
6175,CellMap 1_trm1allspots - 42147,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,1,1,0,0,NA
6176,CellMap 44_TSM3 - 35372,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,201,21,77,0,0,NA
6177,CellMap 24_COPIGTPgSves1 - 35957,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,221,50,161,0,0,NA
6178,CellMap 93_ARM1 - 36543,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,4,0,0,0,0,NA
6179,CellMap 34_IRM2 - 37128,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,209,35,143,0,0,NA
6180,CellMap 3_ASM3 - 37713,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,12,0,0,0,0,NA
6181,CellMap 55_ISM3 - 38311,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,162,32,94,0,0,NA
6182,CellMap 1_trm1allspots - 42148,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,6,2,2,0,0,NA
6183,CellMap 45_TSM3 - 35373,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,210,28,90,0,0,NA
6184,CellMap 25_COPIGTPgSves1 - 35958,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,215,40,105,0,0,NA
6185,CellMap 1_ARM2 - 36544,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,26,0,0,0,0,NA
6186,CellMap 35_IRM2 - 37129,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,235,44,152,0,0,NA
6187,CellMap 4_ASM3 - 37714,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,21,3,4,0,0,NA
6188,CellMap 56_ISM3 - 38312,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,213,37,141,0,0,NA
6189,CellMap 1_trm1allspots - 42149,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,18,4,6,0,0,NA
6190,CellMap 46_TSM3 - 35374,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,279,27,146,0,0,NA
6191,CellMap 26_COPIGTPgSves1 - 35959,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,239,48,99,0,0,NA
6192,CellMap 2_ARM2 - 36545,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,36,1,1,0,0,NA
6193,CellMap 36_IRM2 - 37130,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,179,26,91,0,0,NA
6194,CellMap 5_ASM3 - 37715,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,32,2,2,0,0,NA
6195,CellMap 57_ISM3 - 38313,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,136,28,77,0,0,NA
6196,CellMap 1_trm1allspots - 42150,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,3,3,0,0,NA
6197,CellMap 47_TSM3 - 35375,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,289,31,128,0,0,NA
6198,CellMap 27_COPIGTPgSves1 - 35960,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,231,39,81,0,0,NA
6199,CellMap 3_ARM2 - 36546,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,36,1,1,0,0,NA
6200,CellMap 37_IRM2 - 37131,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,271,16,108,0,0,NA
6201,CellMap 6_ASM3 - 37716,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,90,10,15,0,0,NA
6202,CellMap 58_ISM3 - 38314,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,61,14,19,0,0,NA
6203,CellMap 1_trm1allspots - 42151,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,4,3,3,0,0,NA
6204,CellMap 48_TSM3 - 35376,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,295,42,199,0,0,NA
6205,CellMap 28_COPIGTPgSves1 - 35961,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,251,30,76,0,0,NA
6206,CellMap 4_ARM2 - 36547,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,37,2,2,0,0,NA
6207,CellMap 38_IRM2 - 37132,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,271,12,111,0,0,NA
6208,CellMap 7_ASM3 - 37717,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,89,14,25,0,0,NA
6209,CellMap 59_ISM3 - 38315,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,67,16,22,0,0,NA
6210,CellMap 1_trm1allspots - 42152,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,8,0,0,0,0,NA
6211,CellMap 49_TSM3 - 35377,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,346,69,346,0,0,NA
6212,CellMap 29_COPIGTPgSves1 - 35962,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,220,34,81,0,0,NA
6213,CellMap 5_ARM2 - 36548,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,61,4,5,0,0,NA
6214,CellMap 39_IRM2 - 37133,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,214,35,98,0,0,NA
6215,CellMap 8_ASM3 - 37718,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,43,7,11,0,0,NA
6216,CellMap 60_ISM3 - 38316,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,36,7,8,0,0,NA
6217,CellMap 1_trm1allspots - 42153,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6218,CellMap 50_TSM3 - 35378,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,331,63,376,0,0,NA
6219,CellMap 30_COPIGTPgSves1 - 35963,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,244,40,107,0,0,NA
6220,CellMap 6_ARM2 - 36549,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,57,7,9,0,0,NA
6221,CellMap 40_IRM2 - 37134,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,203,43,116,0,0,NA
6222,CellMap 9_ASM3 - 37719,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,82,14,42,0,0,NA
6223,CellMap 61_ISM3 - 38317,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,39,7,8,0,0,NA
6224,CellMap 1_trm1allspots - 42154,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6225,CellMap 51_TSM3 - 35379,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,309,63,358,0,0,NA
6226,CellMap 31_COPIGTPgSves1 - 35964,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,249,36,90,0,0,NA
6227,CellMap 7_ARM2 - 36550,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,68,8,10,0,0,NA
6228,CellMap 41_IRM2 - 37135,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,146,23,50,0,0,NA
6229,CellMap 10_ASM3 - 37720,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,142,15,88,0,0,NA
6230,CellMap 62_ISM3 - 38318,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,41,5,5,0,0,NA
6231,CellMap 1_trm1allspots - 42155,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,1,1,0,0,NA
6232,CellMap 52_TSM3 - 35380,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,300,42,229,0,0,NA
6233,CellMap 32_COPIGTPgSves1 - 35965,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,237,29,75,0,0,NA
6234,CellMap 8_ARM2 - 36551,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,59,10,12,0,0,NA
6235,CellMap 42_IRM2 - 37136,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,140,28,54,0,0,NA
6236,CellMap 11_ASM3 - 37721,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,128,20,76,0,0,NA
6237,CellMap 63_ISM3 - 38319,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,73,11,14,0,0,NA
6238,CellMap 1_trm1allspots - 42156,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6239,CellMap 53_TSM3 - 35381,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,278,56,203,0,0,NA
6240,CellMap 33_COPIGTPgSves1 - 35966,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,241,39,108,0,0,NA
6241,CellMap 9_ARM2 - 36552,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,66,6,10,0,0,NA
6242,CellMap 43_IRM2 - 37137,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,171,30,66,0,0,NA
6243,CellMap 12_ASM3 - 37722,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,142,20,50,0,0,NA
6244,CellMap 64_ISM3 - 38320,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,96,13,40,0,0,NA
6245,CellMap 1_trm1allspots - 42157,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6246,CellMap 54_TSM3 - 35382,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,320,40,245,0,0,NA
6247,CellMap 34_COPIGTPgSves1 - 35967,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,259,36,130,0,0,NA
6248,CellMap 10_ARM2 - 36553,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,61,13,25,0,0,NA
6249,CellMap 44_IRM2 - 37138,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,205,53,103,0,0,NA
6250,CellMap 13_ASM3 - 37723,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,67,11,27,0,0,NA
6251,CellMap 65_ISM3 - 38321,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,35,6,18,0,0,NA
6252,CellMap 1_trm1allspots - 42158,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6253,CellMap 55_TSM3 - 35383,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,274,34,176,0,0,NA
6254,CellMap 35_COPIGTPgSves1 - 35968,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,206,29,92,0,0,NA
6255,CellMap 11_ARM2 - 36554,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,86,25,73,0,0,NA
6256,CellMap 45_IRM2 - 37139,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,203,45,116,0,0,NA
6257,CellMap 14_ASM3 - 37724,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,78,19,41,0,0,NA
6258,CellMap 66_ISM3 - 38322,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,39,11,31,0,0,NA
6259,CellMap 1_trm1allspots - 42159,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6260,CellMap 56_TSM3 - 35384,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,230,33,116,0,0,NA
6261,CellMap 36_COPIGTPgSves1 - 35969,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,149,15,23,0,0,NA
6262,CellMap 12_ARM2 - 36555,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,105,19,37,0,0,NA
6263,CellMap 46_IRM2 - 37140,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,211,42,123,0,0,NA
6264,CellMap 15_ASM3 - 37725,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,152,26,97,0,0,NA
6265,CellMap 67_ISM3 - 38323,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,84,14,40,0,0,NA
6266,CellMap 1_trm1allspots - 42160,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6267,CellMap 57_TSM3 - 35385,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,202,18,68,0,0,NA
6268,CellMap 37_COPIGTPgSves1 - 35970,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,270,51,99,0,0,NA
6269,CellMap 13_ARM2 - 36556,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,95,17,25,0,0,NA
6270,CellMap 47_IRM2 - 37141,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,203,41,118,0,0,NA
6271,CellMap 16_ASM3 - 37726,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,163,22,106,0,0,NA
6272,CellMap 68_ISM3 - 38324,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,91,22,62,0,0,NA
6273,CellMap 1_trm1allspots - 42161,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6274,CellMap 58_TSM3 - 35386,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,134,16,49,0,0,NA
6275,CellMap 38_COPIGTPgSves1 - 35971,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,227,27,63,0,0,NA
6276,CellMap 14_ARM2 - 36557,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,85,16,44,0,0,NA
6277,CellMap 48_IRM2 - 37142,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,219,41,147,0,0,NA
6278,CellMap 17_ASM3 - 37727,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,147,19,42,0,0,NA
6279,CellMap 69_ISM3 - 38325,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,95,13,26,0,0,NA
6280,CellMap 1_trm1allspots - 42162,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6281,CellMap 59_TSM3 - 35387,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,46,14,20,0,0,NA
6282,CellMap 39_COPIGTPgSves1 - 35972,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,219,24,54,0,0,NA
6283,CellMap 15_ARM2 - 36558,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,72,17,32,0,0,NA
6284,CellMap 49_IRM2 - 37143,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,222,69,188,0,0,NA
6285,CellMap 18_ASM3 - 37728,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,86,16,30,0,0,NA
6286,CellMap 70_ISM3 - 38326,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,63,17,31,0,0,NA
6287,CellMap 1_trm1allspots - 42163,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,1,0,0,0,0,NA
6288,CellMap 60_TSM3 - 35388,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,127,18,58,0,0,NA
6289,CellMap 40_COPIGTPgSves1 - 35973,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,242,30,67,0,0,NA
6290,CellMap 16_ARM2 - 36559,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,96,17,75,0,0,NA
6291,CellMap 50_IRM2 - 37144,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,244,44,206,0,0,NA
6292,CellMap 19_ASM3 - 37729,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,66,9,24,0,0,NA
6293,CellMap 71_ISM3 - 38327,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,60,15,31,0,0,NA
6294,CellMap 1_trm1allspots - 42164,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,2,0,0,0,0,NA
6295,CellMap 61_TSM3 - 35389,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,224,25,127,0,0,NA
6296,CellMap 41_COPIGTPgSves1 - 35974,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,221,24,50,0,0,NA
6297,CellMap 17_ARM2 - 36560,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,93,15,59,0,0,NA
6298,CellMap 51_IRM2 - 37145,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,162,55,145,0,0,NA
6299,CellMap 20_ASM3 - 37730,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,44,9,21,0,0,NA
6300,CellMap 72_ISM3 - 38328,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,107,21,30,0,0,NA
6301,CellMap 1_trm1allspots - 42165,Quantitative Proteomics Analysis of the Secretory Pathway,Rattus norvegicus (Rat),10116, N/A, N/A, N/A,4,1,1,0,0,NA
